collection_no,source_database,collection.authorizer,class_name,order_name,family_name,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,collection_name,country,state,latdec,lngdec,paleolatdec,paleolngdec,stage,10_my_bin,FR2_bin,formation,member
154921,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,50429,1985,"West Palm Beach Site","United States",Florida,26.700000,-80.166667,26.70,-80.17,,"Cenozoic 6",Pleistocene,,
154922,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,10101,1963,"HAILE 1A","United States",Florida,29.69,-82.57,29.69,-82.57,,"Cenozoic 6",Pleistocene,,
155346,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,10101,1963,"Haile 2B","United States",Florida,29.68,-82.57,29.68,-82.57,,"Cenozoic 6",Pleistocene,,
155347,,"J. Bloch",,,Urodela,,Pseudobranchus,,robustus,,,,,10101,1963,"Kanapaha 1A","United States",Florida,29.6,-82.4,29.60,-82.40,,"Cenozoic 6",Pleistocene,,
155347,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,10101,1963,"Kanapaha 1A","United States",Florida,29.6,-82.4,29.60,-82.40,,"Cenozoic 6",Pleistocene,,
155348,,"J. Bloch",,,Urodela,,Siren,,lacertina,,,,,10101,1963,"Wall Company Pit","United States",Florida,29.67,-82.48,29.67,-82.48,,"Cenozoic 6",Pleistocene,,
161199,,"M. Uhen",,,Urodela,,Desmognathus,,sp.,,,,,52520,2011,"Gray Fossil Site","United States",Tennessee,36,-82,36.26,-79.20,,,,,
161199,,"M. Uhen",,,Urodela,,Notophthalmus,,sp.,,,,,52520,2011,"Gray Fossil Site","United States",Tennessee,36,-82,36.26,-79.20,,,,,
161199,,"M. Uhen",,,Urodela,,Ambystoma,,sp.,,,,,52520,2011,"Gray Fossil Site","United States",Tennessee,36,-82,36.26,-79.20,,,,,
161199,,"M. Uhen",,,Urodela,,Plethodon,,sp.,,,,,52520,2011,"Gray Fossil Site","United States",Tennessee,36,-82,36.26,-79.20,,,,,
163851,,"M. Uhen",,,Batrachosauroididae,,Batrachosauroides,,sp.,,,,,53489,2009,"Fort Polk Herpetofauna","United States",Louisiana,31.101667,-93.161389,31.53,-90.30,,,,,
165881,,"M. Carrano",,,Batrachosauroididae,,Prodesmodon,,sp.,,,,,14489,1970,"locality 3, along Highway 26/287","United States",Wyoming,43.814078,-110.226211,51.50,-84.84,Maastrichtian,"Cretaceous 8",Maastrichtian,Harebell,
167304,,"P. Mannion",,,Urodela,cf.,Kiyatriton,,sp.,,,,,54584,2015,"Smolenskii Yar","Russian Federation",Kemerovo,55.973056,88.093056,54.70,80.33,,,,Ilek,
167497,,"J. Mueller",,,Urodela,,Triturus,,sp.,,,,,54667,1999,"Mátrasz&#337;l&#337;s 1, ochre diatomitic mud layer",Hungary,Nograd,47.965278,19.686111,47.49,19.37,,,,Sajovolgyi,
167509,,"J. Mueller",,,Urodela,,Triturus,,sp.,,,,,54667,1999,"Mátrasz&#337;l&#337;s 1, green clay layer",Hungary,Nograd,47.965278,19.686111,47.49,19.37,,,,Sajovolgyi,
167512,,"J. Mueller",,,Urodela,,Triturus,,sp.,,,,,54667,1999,"Mátrasz&#337;l&#337;s, 1997 Rákóczi chapel section test excavation",Hungary,Nograd,47.965278,19.686111,47.49,19.37,,,,Sajovolgyi,
167534,,"J. Mueller",,,Urodela,,Megalotriton,,sp.,,,,,54669,2015,"Valbro D",France,Midi-Pyrenées,44.350556,1.672222,43.63,-1.60,Rupelian,"Cenozoic 4",Rupelian,,
167537,,"J. Mueller",,,Urodela,,Salamandra,,sp.,,,,,54669,2015,"Valbro déblais",France,Midi-Pyrenées,44.350556,1.672222,43.63,-1.60,Rupelian,"Cenozoic 4",Rupelian,,
168177,,"J. Mueller",,,Urodela,,Lissotriton,cf.,rohrsi,,,,,55074,2013,"Fels&#337;tárkány 1",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168177,,"J. Mueller",,,Urodela,,Salamandrina,,sp.,,,,,55074,2013,"Fels&#337;tárkány 1",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168187,,"J. Mueller",,,Urodela,,Lissotriton,cf.,rohrsi,,,,,55074,2013,"Fels&#337;tárkány 2",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168189,,"J. Mueller",,,Urodela,,Lissotriton,cf.,rohrsi,,,,,55074,2013,"Fels&#337;tárkány 3/2",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168191,,"J. Mueller",,,Urodela,,Lissotriton,cf.,rohrsi,,,,,55074,2013,"Fels&#337;tárkány 3/10",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168191,,"J. Mueller",,,Urodela,,Parahynobius,,sp.,,,,,55074,2013,"Fels&#337;tárkány 3/10",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168191,,"J. Mueller",,,Urodela,,Triturus,cf.,marmoratus,,,,,55074,2013,"Fels&#337;tárkány 3/10",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168191,,"J. Mueller",,,Urodela,,Mertensiella,cf.,caucasica,,,,,55074,2013,"Fels&#337;tárkány 3/10",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
168191,,"J. Mueller",,,Urodela,,Salamandra,cf.,salamandra,,,,,55074,2013,"Fels&#337;tárkány 3/10",Hungary,Heves,47.970833,20.413889,47.60,20.17,Tortonian,"Cenozoic 6","Upper Miocene",,
172927,,"J. Mueller",,,Urodela,cf.,Chelotriton,,sp.,,,,,56216,2014,Saint-Privat-des-Vieux,France,Gard,44.144444,4.129167,43.91,1.49,Chattian,"Cenozoic 4",Chattian,,
175727,,"J. Mueller",,,Urodela,,Mioproteus,,caucasicus,,,,,57549,2010,"Sand pit at Maurerkopf hill near Edelbeuren",Germany,Baden-Wurttemberg,48.094444,10.033333,48.35,8.64,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
179194,,"P. Barrett",,,Urodela,,Megalotriton,"n. sp.",filholi,,,,,59290,2005,"Phosphorites du Quercy (for taxa with non-specific locality data)",France,Languedoc-Roussillon-Midi-Pyrénées,44.2667,1.6333,43.54,-1.63,,,,"Quercy Phosphorites",
179194,,"P. Barrett",,,Urodela,,Megalotriton,"n. sp.",portisi,,,,,59290,2005,"Phosphorites du Quercy (for taxa with non-specific locality data)",France,Languedoc-Roussillon-Midi-Pyrénées,44.2667,1.6333,43.54,-1.63,,,,"Quercy Phosphorites",
179194,,"P. Barrett",,,,,Heteroclitotriton,"n. sp.",zitteli,,,,,59290,2005,"Phosphorites du Quercy (for taxa with non-specific locality data)",France,Languedoc-Roussillon-Midi-Pyrénées,44.2667,1.6333,43.54,-1.63,,,,"Quercy Phosphorites",
180016,,"P. Barrett",,,Urodela,"n. gen.",Habrosaurus,"n. sp.",dilatus,,,,,14538,1928,"Lance Creek (AMNH 1892 general)","United States",Wyoming,43.183611,-104.514444,49.78,-78.81,Maastrichtian,"Cretaceous 8",Maastrichtian,Lance,
181024,,"P. Holroyd",,,Urodela,,Scapherpeton,,sp.,,,,,60112,2016,"PK Microsite",Canada,Alberta,49.6,-111,56.87,-76.24,Campanian,"Cretaceous 7",Campanian,Foremost,
